,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
231,231,-157.0,2021-12-17 04:55:53.650685,2021-12-17 05:02:39.877829,0 days 00:06:46.227144,relu,256,0.3,5.0780822176341254e-08,0.99,0.995,0.1601497230865522,5.0,20,1024,medium,0.5501941330994418,COMPLETE
232,232,-150312.0,2021-12-17 05:02:39.891391,2021-12-17 05:04:22.488418,0 days 00:01:42.597027,relu,256,0.3,9.936567334475666e-08,0.99,0.995,0.15214417587534518,5.0,20,1024,medium,0.5681128233137023,PRUNED
233,233,-249794.0,2021-12-17 05:04:22.493165,2021-12-17 05:06:04.492527,0 days 00:01:41.999362,relu,256,0.3,1.7945885809870865e-06,0.99,0.995,0.0024157014429698016,5.0,20,1024,medium,0.5797897962899249,PRUNED
234,234,-250000.0,2021-12-17 05:06:04.497361,2021-12-17 05:07:46.572618,0 days 00:01:42.075257,relu,256,0.3,2.4750006533519844e-08,0.99,0.995,0.005975157534056361,5.0,20,1024,medium,0.5778503011443595,PRUNED
235,235,132.0,2021-12-17 05:07:46.577512,2021-12-17 05:14:52.757201,0 days 00:07:06.179689,relu,128,0.3,5.389666000217808e-07,0.99,0.995,0.13057873688892913,0.7,20,128,medium,0.6136557675315945,COMPLETE
236,236,-500.0,2021-12-17 05:14:52.770922,2021-12-17 05:21:58.994876,0 days 00:07:06.223954,relu,128,0.4,5.694142520060421e-07,1.0,0.999,0.08770903015023457,0.7,20,128,medium,0.6151968984383704,COMPLETE
237,237,-32.0,2021-12-17 05:21:59.009873,2021-12-17 05:24:19.886332,0 days 00:02:20.876459,relu,128,0.1,8.754292232017286e-07,0.98,0.9999,0.11946354665313866,0.7,5,128,medium,0.6437275251691814,COMPLETE
238,238,-250000.0,2021-12-17 05:24:19.899935,2021-12-17 05:25:11.728109,0 days 00:00:51.828174,relu,128,0.1,8.202755786081788e-07,0.98,0.9999,0.2791177789750692,0.7,5,128,medium,0.6519606151203456,PRUNED
239,239,-946.0,2021-12-17 05:25:11.732920,2021-12-17 05:26:00.344278,0 days 00:00:48.611358,relu,128,0.1,3.4826178555332564e-07,0.98,0.9999,0.7781358019330912,0.7,5,128,medium,0.6172795101798624,PRUNED
240,240,-250000.0,2021-12-17 05:26:00.349160,2021-12-17 05:26:52.123527,0 days 00:00:51.774367,relu,128,0.1,6.406994719151202e-07,0.98,0.9999,0.09909128196961602,0.7,5,128,medium,0.6442109973146597,PRUNED
241,241,-250000.0,2021-12-17 05:26:52.128351,2021-12-17 05:27:44.050697,0 days 00:00:51.922346,relu,128,0.1,9.768520132590625e-07,0.98,0.9999,0.1234113972625977,0.7,5,128,medium,0.6609298293729672,PRUNED
242,242,-250000.0,2021-12-17 05:27:44.055865,2021-12-17 05:28:35.999032,0 days 00:00:51.943167,relu,128,0.1,0.02673847119482352,0.9,0.9999,0.1257054531433377,0.7,5,128,medium,0.6774782012494257,PRUNED
243,243,-1174.0,2021-12-17 05:28:36.003877,2021-12-17 05:29:42.935344,0 days 00:01:06.931467,relu,128,0.2,4.7259091830155084e-07,0.98,0.9,0.2280478040610314,0.7,1,128,medium,0.5970777384351164,COMPLETE
244,244,-576.0,2021-12-17 05:29:42.949008,2021-12-17 05:36:48.818883,0 days 00:07:05.869875,relu,128,0.4,1.290139357369643e-06,0.9,0.995,0.19098435346679543,0.7,20,128,medium,0.629915143378533,COMPLETE
245,245,36.0,2021-12-17 05:36:48.832484,2021-12-17 05:43:17.027042,0 days 00:06:28.194558,relu,512,0.1,0.0071844456830406165,0.8,0.9,0.4717500802145519,0.9,20,2048,medium,0.756727197535828,COMPLETE
246,246,-199582.0,2021-12-17 05:43:17.040850,2021-12-17 05:44:15.938390,0 days 00:00:58.897540,relu,512,0.1,0.006067908756990588,0.92,0.9999,0.4087411227775778,0.3,10,2048,medium,0.7682733331008827,PRUNED
247,247,-250000.0,2021-12-17 05:44:15.943295,2021-12-17 05:44:57.413757,0 days 00:00:41.470462,relu,512,0.1,0.003937871236895521,0.9,0.9,0.5633607448041983,0.6,20,2048,small,0.7491785515293825,PRUNED
248,248,-1144.0,2021-12-17 05:44:57.418608,2021-12-17 05:46:28.805268,0 days 00:01:31.386660,tanh,512,0.1,0.008822031894883082,0.8,0.99,0.34077756732868536,2.0,20,2048,medium,0.7243049220098893,PRUNED
249,249,324.0,2021-12-17 05:46:28.810187,2021-12-17 05:48:51.525672,0 days 00:02:22.715485,relu,512,0.1,0.01615772349305695,0.9,0.95,0.44668983717661365,0.7,5,2048,medium,0.7734591515124273,COMPLETE
250,250,-1258.0,2021-12-17 05:48:51.539906,2021-12-17 05:51:09.165512,0 days 00:02:17.625606,relu,512,0.1,0.017493161290913124,0.9,0.95,0.47099580345264164,0.7,5,2048,medium,0.7882074812578531,COMPLETE
251,251,-1288.0,2021-12-17 05:51:09.179708,2021-12-17 05:53:23.356387,0 days 00:02:14.176679,relu,512,0.1,0.015012822654578126,1.0,0.95,0.5844032781227492,0.7,5,2048,medium,0.7779412773798446,COMPLETE
252,252,-250000.0,2021-12-17 05:53:23.370067,2021-12-17 05:54:05.623319,0 days 00:00:42.253252,relu,512,0.1,0.009829170889244778,0.9,0.95,0.3799677744320264,0.7,5,2048,medium,0.7610234242627133,PRUNED
253,253,-249588.0,2021-12-17 05:54:05.628180,2021-12-17 05:54:45.961616,0 days 00:00:40.333436,relu,512,0.1,0.0077464747124733,0.98,0.95,0.2848408137982354,0.7,5,2048,medium,0.8144487689752489,PRUNED
254,254,-1688.0,2021-12-17 05:54:45.966506,2021-12-17 05:57:11.582742,0 days 00:02:25.616236,relu,512,0.1,0.03199786209314902,0.8,0.9,0.7139782327106443,0.9,5,2048,medium,0.7447056316552262,COMPLETE
255,255,-984.0,2021-12-17 05:57:11.596253,2021-12-17 05:57:35.877745,0 days 00:00:24.281492,relu,64,0.1,0.006765945091769872,0.9,0.95,0.47199347472529674,0.5,1,64,medium,0.8022204223310582,PRUNED
256,256,-720.0,2021-12-17 05:57:35.882592,2021-12-17 06:07:35.782263,0 days 00:09:59.899671,tanh,16,0.1,0.04309719050575185,0.92,0.9,0.3016530479217634,0.7,10,16,medium,0.8483528915033096,COMPLETE
257,257,-250000.0,2021-12-17 06:07:35.797305,2021-12-17 06:08:46.553724,0 days 00:01:10.756419,relu,8,0.2,0.00048710949973787375,0.9,0.995,0.8259049444314716,1.0,5,2048,small,0.775406247878096,PRUNED
258,258,-1246.0,2021-12-17 06:08:46.558628,2021-12-17 06:09:53.891728,0 days 00:01:07.333100,relu,512,0.1,4.176152909950376e-05,0.8,0.98,0.4339794569781492,0.3,1,2048,medium,0.8991447070773438,COMPLETE
259,259,-1320.0,2021-12-17 06:09:53.905423,2021-12-17 06:15:48.106375,0 days 00:05:54.200952,relu,512,0.1,0.011706632264206112,0.99,0.999,0.5553340736344168,0.7,20,512,medium,0.999598832966688,COMPLETE
260,260,-488.0,2021-12-17 06:15:48.120072,2021-12-17 06:27:58.221060,0 days 00:12:10.100988,relu,64,0.2,7.161381232384375e-05,0.9,0.9,0.23002075316915116,1.0,20,32,medium,0.6290792454203564,COMPLETE
261,261,-250000.0,2021-12-17 06:27:58.235519,2021-12-17 06:33:49.907334,0 days 00:05:51.671815,relu,16,0.1,0.02410849619559666,1.0,0.9,0.3492368590498211,0.9,20,64,medium,0.7554439374666112,PRUNED
262,262,-250000.0,2021-12-17 06:33:49.912266,2021-12-17 06:36:38.919422,0 days 00:02:49.007156,relu,512,0.1,0.004767270177714576,0.98,0.95,0.8756613189170991,0.3,5,8,medium,0.7273874068567867,PRUNED
263,263,-249586.0,2021-12-17 06:36:38.924473,2021-12-17 06:38:17.199442,0 days 00:01:38.274969,relu,512,0.4,1.4104574619011899e-05,0.9,0.9,0.1813243668154426,0.8,20,2048,medium,0.18889812443060922,PRUNED
264,264,-250000.0,2021-12-17 06:38:17.204357,2021-12-17 06:39:40.431298,0 days 00:01:23.226941,tanh,64,0.1,8.864940030000965e-07,0.8,0.9,0.00013775461873912645,0.5,10,2048,medium,0.9661921390959716,PRUNED
265,265,-708.0,2021-12-17 06:39:40.436226,2021-12-17 06:41:24.336933,0 days 00:01:43.900707,relu,16,0.4,0.0015954057298393344,0.9,0.995,0.26337107423819756,0.6,1,64,medium,0.8004171331359644,COMPLETE
266,266,-250000.0,2021-12-17 06:41:24.351008,2021-12-17 07:00:46.246637,0 days 00:19:21.895629,relu,128,0.2,3.157042725502054e-07,0.92,0.9,0.6218863958705134,0.7,20,16,medium,0.8214455264438276,COMPLETE
267,267,594.0,2021-12-17 07:00:46.260544,2021-12-17 07:37:01.440950,0 days 00:36:15.180406,relu,8,0.1,0.017156978813230746,0.95,0.9,0.4111418006854517,1.0,20,2048,medium,0.642229313196162,COMPLETE
268,268,-250000.0,2021-12-17 07:37:01.455663,2021-12-17 07:46:59.944646,0 days 00:09:58.488983,relu,8,0.1,0.01861623423894677,0.95,0.95,0.40365415545823036,1.0,20,128,medium,0.6463659932628752,PRUNED
269,269,-1200.0,2021-12-17 07:46:59.949636,2021-12-17 07:51:28.518182,0 days 00:04:28.568546,relu,8,0.1,0.01380324981297321,0.8,0.9,0.32971411523290506,1.0,5,2048,small,0.2949542728383333,COMPLETE
270,270,1012.0,2021-12-17 07:51:28.532683,2021-12-17 08:24:37.349792,0 days 00:33:08.817109,relu,8,0.1,9.106467242333995e-06,0.95,0.98,0.4976487507374257,1.0,20,256,medium,0.6629858702970707,COMPLETE
271,271,-948.0,2021-12-17 08:24:37.364891,2021-12-17 08:57:49.551847,0 days 00:33:12.186956,relu,8,0.1,1.051438059722987e-05,0.95,0.995,0.5331479968788428,1.0,20,256,medium,0.24254775831204362,COMPLETE
272,272,-250000.0,2021-12-17 08:57:49.566814,2021-12-17 09:07:32.370209,0 days 00:09:42.803395,relu,8,0.1,7.719020835711625e-06,0.95,0.999,0.6791969182344447,1.0,20,256,medium,0.6694512019851173,PRUNED
273,273,-250000.0,2021-12-17 09:07:32.375167,2021-12-17 09:17:16.492167,0 days 00:09:44.117000,relu,8,0.1,5.520525577886244e-06,0.98,0.9,0.45903207173461175,1.0,20,256,medium,0.6427523605463934,PRUNED
274,274,-1176.0,2021-12-17 09:17:16.497124,2021-12-17 09:18:04.971661,0 days 00:00:48.474537,relu,8,0.1,4.374984301566424e-06,0.95,0.98,0.3650614122711974,1.0,1,256,medium,0.6137810674254235,PRUNED
275,275,-744.0,2021-12-17 09:18:04.976468,2021-12-17 09:34:53.503466,0 days 00:16:48.526998,tanh,8,0.1,0.0350447106711736,0.95,0.9,0.9954884271233029,1.0,10,64,medium,0.6849878888037727,COMPLETE
276,276,-250000.0,2021-12-17 09:34:53.517609,2021-12-17 09:44:03.956252,0 days 00:09:10.438643,relu,8,0.1,0.022602534932234186,0.95,0.9999,0.2711305590436958,1.0,20,512,medium,0.6576883819881858,PRUNED
277,277,-906.0,2021-12-17 09:44:03.961274,2021-12-17 09:46:42.838282,0 days 00:02:38.877008,relu,128,0.1,0.011600686674867822,0.95,0.9,0.476305953745404,0.9,5,2048,medium,0.634841764820212,COMPLETE
278,278,-410.0,2021-12-17 09:46:42.852067,2021-12-17 10:19:33.871950,0 days 00:32:51.019883,relu,8,0.1,2.028388959209067e-05,0.95,0.95,0.663432348006494,0.3,20,8,medium,0.7083944271550171,COMPLETE
279,279,-768.0,2021-12-17 10:19:33.886150,2021-12-17 10:28:31.983116,0 days 00:08:58.096966,relu,64,0.1,9.14656647766223e-06,0.95,0.99,0.21596470911589327,1.0,20,256,medium,0.5982331893107043,COMPLETE
280,280,-250000.0,2021-12-17 10:28:31.996859,2021-12-17 10:29:00.280813,0 days 00:00:28.283954,relu,128,0.1,0.005125545848335395,1.0,0.995,0.329549028525759,0.5,1,2048,medium,0.9351301647117264,PRUNED
281,281,36.0,2021-12-17 10:29:00.285753,2021-12-17 10:32:27.225484,0 days 00:03:26.939731,relu,128,0.1,0.05452042487908574,0.8,0.9,0.4077753674591649,0.3,20,64,small,0.6661989041841306,COMPLETE
282,282,-656.0,2021-12-17 10:32:27.240016,2021-12-17 10:35:55.059771,0 days 00:03:27.819755,tanh,128,0.1,0.0470537738436823,0.8,0.9999,0.5272820732905252,0.3,20,64,small,0.6921109198617642,COMPLETE
283,283,-668.0,2021-12-17 10:35:55.073519,2021-12-17 10:37:13.685030,0 days 00:01:18.611511,relu,128,0.3,0.05505926702412513,0.8,0.9,0.3954775704347117,0.3,5,64,small,0.6212301814042578,COMPLETE
284,284,-1304.0,2021-12-17 10:37:13.698883,2021-12-17 10:40:40.684151,0 days 00:03:26.985268,relu,128,0.1,0.0029086377333474123,0.8,0.9,0.6503673075549343,0.3,20,64,small,0.650604141981117,COMPLETE
285,285,-648.0,2021-12-17 10:40:40.699230,2021-12-17 10:42:41.528555,0 days 00:02:00.829325,relu,128,0.1,0.07831069450606443,0.8,0.9999,0.4632995296679681,0.3,10,64,small,0.3389102244228606,COMPLETE
286,286,-1240.0,2021-12-17 10:42:41.544198,2021-12-17 10:46:07.803765,0 days 00:03:26.259567,relu,128,0.4,0.0295654797769195,0.8,0.95,0.8165408051784091,0.3,20,64,small,0.6796160047381433,COMPLETE
287,287,164.0,2021-12-17 10:46:07.817646,2021-12-17 10:47:32.599964,0 days 00:01:24.782318,relu,8,0.1,0.06405541115266784,0.99,0.9,0.378594300835512,1.0,1,2048,small,0.8680909520658787,COMPLETE
288,288,-1282.0,2021-12-17 10:47:32.614304,2021-12-17 10:48:59.331024,0 days 00:01:26.716720,relu,8,0.1,0.07121155167171869,0.99,0.9,0.3653508406642583,0.9,1,2048,small,0.8650957753046593,COMPLETE
289,289,-212.0,2021-12-17 10:48:59.344990,2021-12-17 10:50:18.052458,0 days 00:01:18.707468,relu,8,0.1,0.043818634767787974,0.99,0.9,0.27704795122073556,1.0,1,64,small,0.9153699882229325,COMPLETE
290,290,-846.0,2021-12-17 10:50:18.067234,2021-12-17 10:51:43.127081,0 days 00:01:25.059847,relu,8,0.1,0.05647372826074752,0.99,0.9,0.4334753847414911,0.3,1,2048,small,0.6168378411571338,COMPLETE
291,291,-250000.0,2021-12-17 10:51:43.142143,2021-12-17 10:52:16.079868,0 days 00:00:32.937725,tanh,8,0.1,0.019903723449246343,0.99,0.9,0.315650425202012,1.0,1,32,small,0.8824403583201895,PRUNED
292,292,-116.0,2021-12-17 10:52:16.085142,2021-12-17 10:53:02.151779,0 days 00:00:46.066637,relu,128,0.1,0.05945497626328569,0.99,0.9,0.2224557748621007,0.9,1,128,small,0.8802028277700191,COMPLETE
293,293,-540.0,2021-12-17 10:53:02.165623,2021-12-17 10:54:22.034785,0 days 00:01:19.869162,relu,8,0.3,0.08715815510102101,0.8,0.999,0.5097042703253958,0.5,1,512,small,0.5939849253267532,COMPLETE
294,294,-250000.0,2021-12-17 10:54:22.048733,2021-12-17 10:54:49.401308,0 days 00:00:27.352575,relu,128,0.1,0.035340699134291984,1.0,0.98,0.17554456831492024,0.3,5,2048,small,0.6395706517294715,PRUNED
295,295,-796.0,2021-12-17 10:54:49.406475,2021-12-17 11:01:27.884704,0 days 00:06:38.478229,relu,32,0.1,0.013808241175288023,0.95,0.9,0.38154321702739663,1.0,10,64,medium,0.9368335055171754,COMPLETE
296,296,-250000.0,2021-12-17 11:01:27.898750,2021-12-17 11:02:51.700296,0 days 00:01:23.801546,relu,128,0.1,0.009610083317707937,0.8,0.9,0.29963634709727643,0.7,5,8,small,0.9074976625857643,PRUNED
297,297,-800.0,2021-12-17 11:02:51.705120,2021-12-17 11:05:30.998687,0 days 00:02:39.293567,relu,8,0.3,6.299199412086176e-06,0.99,0.9999,0.5187253107356111,0.9,1,2048,medium,0.6621970063929298,COMPLETE
298,298,-1126.0,2021-12-17 11:05:31.012448,2021-12-17 11:12:39.067821,0 days 00:07:08.055373,relu,128,0.1,0.007471322064757585,0.8,0.9,0.3868146493936869,0.3,20,128,medium,0.8411776884048806,COMPLETE
299,299,-250000.0,2021-12-17 11:12:39.081723,2021-12-17 11:21:02.021675,0 days 00:08:22.939952,tanh,128,0.1,0.026059399405530814,1.0,0.95,0.2127711625822856,1.0,20,2048,medium,0.7084009149366934,COMPLETE
