,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
114,114,-1208.0,2021-12-16 14:17:37.006596,2021-12-16 14:24:51.257053,0 days 00:07:14.250457,relu,128,0.4,0.004321252195290096,0.9,0.9999,0.07898481399488763,2.0,20,128,medium,0.7099076918960362,COMPLETE
115,115,-1120.0,2021-12-16 14:24:51.270683,2021-12-16 14:32:01.469881,0 days 00:07:10.199198,relu,128,0.4,1.8496266804358262e-07,0.9,0.9999,0.11057098908884383,2.0,20,128,medium,0.6759023089793801,COMPLETE
116,116,-676.0,2021-12-16 14:32:01.483410,2021-12-16 14:36:00.845282,0 days 00:03:59.361872,relu,128,0.4,7.519760429657493e-08,0.9,0.9999,0.16438669054089877,2.0,10,128,medium,0.795366166308868,COMPLETE
117,117,-834.0,2021-12-16 14:36:00.858892,2021-12-16 14:43:13.461579,0 days 00:07:12.602687,relu,128,0.4,5.831343346795417e-07,0.9,0.9999,0.05180232891432729,2.0,20,128,medium,0.7483576739891296,COMPLETE
118,118,-250000.0,2021-12-16 14:43:13.477527,2021-12-16 14:45:36.661309,0 days 00:02:23.183782,relu,64,0.4,0.007430546451393335,0.95,0.98,0.25682456427724126,0.6,20,2048,medium,0.7702685582119755,PRUNED
119,119,-250000.0,2021-12-16 14:45:36.666026,2021-12-16 14:48:27.121234,0 days 00:02:50.455208,tanh,8,0.4,3.192647369177305e-07,0.9,0.9999,0.019517174453389994,0.7,5,128,medium,0.9776314903986202,PRUNED
120,120,-250000.0,2021-12-16 14:48:27.127927,2021-12-16 14:48:48.573520,0 days 00:00:21.445593,relu,128,0.4,0.014037825894325163,0.92,0.95,0.033100786165911604,0.7,1,512,small,0.40963410405393663,PRUNED
121,121,-696.0,2021-12-16 14:48:48.578473,2021-12-16 15:08:08.009727,0 days 00:19:19.431254,relu,16,0.3,1.1071021872005034e-06,0.8,0.9,0.5450166237525113,0.9,20,64,medium,0.6983470598516738,COMPLETE
122,122,-672.0,2021-12-16 15:08:08.023282,2021-12-16 15:16:58.212742,0 days 00:08:50.189460,relu,128,0.3,8.501751831941477e-07,0.8,0.9,0.1969660145253226,0.5,20,64,medium,0.5289659589896323,COMPLETE
123,123,-250000.0,2021-12-16 15:16:58.226990,2021-12-16 15:27:02.978867,0 days 00:10:04.751877,relu,512,0.1,1.3315997830565401e-06,1.0,0.9,0.3975824469474763,1.0,20,8,medium,0.6574056610317133,PRUNED
124,124,-306.0,2021-12-16 15:27:02.983637,2021-12-16 15:39:26.818694,0 days 00:12:23.835057,relu,64,0.2,5.788774419076592e-06,0.9,0.9999,0.09217003185171588,5.0,20,32,medium,0.9459869583222525,COMPLETE
125,125,-84.0,2021-12-16 15:39:26.832241,2021-12-16 15:46:01.001971,0 days 00:06:34.169730,relu,256,0.3,2.2707948010263554e-06,0.8,0.9,0.12290881506381415,0.9,20,1024,medium,0.5515524401150869,COMPLETE
126,126,-728.0,2021-12-16 15:46:01.015362,2021-12-16 15:52:34.561546,0 days 00:06:33.546184,relu,256,0.4,2.6709922046757066e-06,0.92,0.99,0.12107055936492402,2.0,20,1024,medium,0.4774274646078936,COMPLETE
127,127,-464.0,2021-12-16 15:52:34.575018,2021-12-16 15:56:14.461249,0 days 00:03:39.886231,relu,256,0.1,5.928065130714533e-07,0.8,0.98,0.15603990564878303,0.3,10,1024,medium,0.6216669522432408,COMPLETE
128,128,-1208.0,2021-12-16 15:56:14.474755,2021-12-16 16:02:46.921952,0 days 00:06:32.447197,relu,256,0.2,4.547987802150455e-06,0.98,0.9,0.07535409681196685,0.7,20,1024,medium,0.7309861959113906,COMPLETE
129,129,-704.0,2021-12-16 16:02:46.935588,2021-12-16 16:04:07.011922,0 days 00:01:20.076334,relu,256,0.3,1.8678459357571564e-06,0.9,0.999,0.04537247224227553,5.0,1,1024,medium,0.6428129700524843,COMPLETE
130,130,-250000.0,2021-12-16 16:04:07.025324,2021-12-16 16:09:58.699703,0 days 00:05:51.674379,tanh,16,0.1,0.0029130191970749195,1.0,0.9999,0.24240961258213523,0.8,20,128,medium,0.2831788434325554,PRUNED
131,131,-1608.0,2021-12-16 16:09:58.704415,2021-12-16 16:17:50.917793,0 days 00:07:52.213378,relu,128,0.3,2.5353881118332992e-06,0.8,0.9,0.3246489063044497,0.9,20,2048,medium,0.549102088548763,COMPLETE
132,132,-948.0,2021-12-16 16:17:50.930952,2021-12-16 16:51:01.381347,0 days 00:33:10.450395,relu,8,0.3,1.4071447611804253e-06,0.8,0.9,0.18334227779729215,0.9,20,64,medium,0.5068546913204133,COMPLETE
133,133,-1472.0,2021-12-16 16:51:01.395737,2021-12-16 16:53:41.481892,0 days 00:02:40.086155,relu,64,0.3,7.355316124852626e-06,0.8,0.9,6.797327997814702e-05,0.9,20,128,medium,0.44842534257709377,PRUNED
134,134,-1592.0,2021-12-16 16:53:41.486638,2021-12-16 16:55:47.075986,0 days 00:02:05.589348,relu,128,0.3,3.915026195438798e-07,0.8,0.9,0.10078661733989588,0.9,20,512,medium,0.5881097648888489,PRUNED
135,135,-249588.0,2021-12-16 16:55:47.080764,2021-12-16 16:57:19.628213,0 days 00:01:32.547449,relu,16,0.2,0.07063176778803226,0.8,0.9,0.00034331762506109456,0.3,5,1024,medium,0.5590910802793819,PRUNED
136,136,-922.0,2021-12-16 16:57:19.632898,2021-12-16 17:14:33.137460,0 days 00:17:13.504562,relu,32,0.3,7.061416853275166e-07,0.92,0.9999,0.4607072931547212,1.0,10,8,medium,0.9981878959863907,COMPLETE
137,137,-1176.0,2021-12-16 17:14:33.151202,2021-12-16 17:16:29.691406,0 days 00:01:56.540204,relu,256,0.4,0.0006341136077141392,0.99,0.995,0.35301439562142467,0.7,20,256,medium,0.673135038839216,PRUNED
138,138,-1076.0,2021-12-16 17:16:29.696167,2021-12-16 17:19:56.532148,0 days 00:03:26.835981,relu,128,0.1,0.02342442219063111,0.8,0.95,0.7234682119943844,0.9,20,64,small,0.7133432726462655,COMPLETE
139,139,-264.0,2021-12-16 17:19:56.545809,2021-12-16 17:21:18.958166,0 days 00:01:22.412357,relu,64,0.2,0.0014763403078351784,0.9,0.9,0.2322943815937489,0.6,1,2048,medium,0.54290618560024,COMPLETE
140,140,-250000.0,2021-12-16 17:21:18.972732,2021-12-16 17:23:04.842083,0 days 00:01:45.869351,relu,16,0.4,9.986661393905709e-07,1.0,0.98,0.1280092633443006,5.0,5,128,medium,0.6079902831029742,PRUNED
141,141,-1064.0,2021-12-16 17:23:04.846827,2021-12-16 17:35:21.488266,0 days 00:12:16.641439,relu,32,0.2,4.7969975176047946e-05,0.8,0.9,0.18077594667551056,0.3,20,64,medium,0.5701092361295006,COMPLETE
142,142,-748.0,2021-12-16 17:35:21.502130,2021-12-16 17:47:45.803862,0 days 00:12:24.301732,relu,32,0.2,6.779489554305845e-05,0.8,0.9,0.2861319403663685,0.3,20,64,medium,0.49491891613234706,COMPLETE
143,143,-852.0,2021-12-16 17:47:45.817724,2021-12-16 17:59:58.951280,0 days 00:12:13.133556,relu,32,0.2,3.23798014722739e-05,0.8,0.9,0.06374524671445908,0.3,20,64,medium,0.5877444038199613,COMPLETE
144,144,-654.0,2021-12-16 17:59:58.964868,2021-12-16 18:19:06.562531,0 days 00:19:07.597663,relu,32,0.2,1.116190226773122e-05,0.8,0.9,0.14712179219719748,0.3,20,16,medium,0.5270679719722415,COMPLETE
145,145,-816.0,2021-12-16 18:19:06.576211,2021-12-16 18:31:34.474541,0 days 00:12:27.898330,relu,32,0.2,0.00024143029712285282,0.98,0.999,0.20953361988851557,0.3,20,64,medium,0.6366120466167116,COMPLETE
146,146,-250000.0,2021-12-16 18:31:34.488957,2021-12-16 18:36:50.693569,0 days 00:05:16.204612,tanh,8,0.1,2.2627810755492305e-05,0.95,0.9999,0.521416506984081,0.7,10,128,medium,0.6942299088085588,PRUNED
147,147,-336.0,2021-12-16 18:36:50.698416,2021-12-16 18:45:42.197600,0 days 00:08:51.499184,relu,128,0.3,3.8136134576993187e-06,0.8,0.9,0.39339947675171283,2.0,20,64,medium,0.5593094660051775,COMPLETE
148,148,-60.0,2021-12-16 18:45:42.211328,2021-12-16 18:52:23.704142,0 days 00:06:41.492814,relu,512,0.4,0.00012415627568232397,0.9,0.9,0.09395898382966278,5.0,20,2048,medium,0.7619399822710018,COMPLETE
149,149,-250000.0,2021-12-16 18:52:23.717718,2021-12-16 18:52:44.488050,0 days 00:00:20.770332,relu,512,0.4,2.0161869148009006e-06,0.9,0.9999,0.08977068385191499,5.0,1,2048,small,0.8060187966854988,PRUNED
150,150,-1162.0,2021-12-16 18:52:44.492778,2021-12-16 18:53:20.604634,0 days 00:00:36.111856,relu,512,0.4,0.0051533473386231625,0.9,0.95,0.1126735877090507,5.0,5,2048,medium,0.7611071062805957,PRUNED
151,151,-250000.0,2021-12-16 18:53:20.609415,2021-12-16 18:55:00.628028,0 days 00:01:40.018613,relu,512,0.4,8.569114438776642e-05,0.9,0.9,0.05706968678857761,5.0,20,2048,medium,0.7392190140909095,PRUNED
152,152,-606.0,2021-12-16 18:55:00.632778,2021-12-16 19:01:32.446030,0 days 00:06:31.813252,relu,512,0.4,0.00017293167459102004,0.9,0.9,0.27072213598285333,5.0,20,2048,medium,0.85510600687267,COMPLETE
153,153,-250000.0,2021-12-16 19:01:32.459755,2021-12-16 19:21:38.687361,0 days 00:20:06.227606,relu,16,0.4,0.00011483939844326955,0.92,0.9,0.14237012527867438,0.3,20,512,medium,0.7871336920096392,COMPLETE
154,154,200.0,2021-12-16 19:21:38.702930,2021-12-16 19:28:57.762485,0 days 00:07:19.059555,relu,128,0.1,6.0006893530156306e-05,0.9,0.9,0.2133682631732025,0.5,20,128,medium,0.9146079930825904,COMPLETE
155,155,-250000.0,2021-12-16 19:28:57.777988,2021-12-16 19:31:17.142507,0 days 00:02:19.364519,relu,128,0.1,1.5556905613061207e-05,0.9,0.9,0.0031180551161425515,0.5,20,128,medium,0.8946050169433775,PRUNED
156,156,-1416.0,2021-12-16 19:31:17.147324,2021-12-16 19:38:32.058955,0 days 00:07:14.911631,relu,128,0.1,2.2637215907627397e-07,0.9,0.9,0.16754084304538452,0.5,20,128,medium,0.9141536387439132,COMPLETE
157,157,-198286.0,2021-12-16 19:38:32.072973,2021-12-16 19:39:53.471549,0 days 00:01:21.398576,relu,128,0.1,6.226313457238101e-05,0.9,0.9999,0.08517267655844868,0.5,10,128,medium,0.9577920394996794,PRUNED
158,158,-250000.0,2021-12-16 19:39:53.476340,2021-12-16 19:42:12.575234,0 days 00:02:19.098894,tanh,128,0.1,0.0001195809216368334,0.9,0.99,0.5814180757704057,0.5,20,128,medium,0.3806645078398585,PRUNED
159,159,-1652.0,2021-12-16 19:42:12.580188,2021-12-16 19:51:41.109825,0 days 00:09:28.529637,relu,64,0.1,4.5475699301792224e-07,1.0,0.9,0.3194288005010425,1.0,20,1024,medium,0.8754888638362319,COMPLETE
160,160,-250000.0,2021-12-16 19:51:41.123963,2021-12-16 19:52:15.642112,0 days 00:00:34.518149,relu,128,0.4,0.0003236008196341779,0.9,0.999,0.21369862586250177,0.7,1,32,medium,0.9358504955684258,PRUNED
161,161,-1388.0,2021-12-16 19:52:15.646871,2021-12-16 20:25:18.336475,0 days 00:33:02.689604,relu,32,0.2,4.280990151272878e-05,0.8,0.9,0.12539417628232005,5.0,20,8,medium,0.7716906075774077,COMPLETE
162,162,-784.0,2021-12-16 20:25:18.350276,2021-12-16 20:44:45.658432,0 days 00:19:27.308156,relu,16,0.3,3.2470556775385175e-05,0.98,0.9,0.2126940361979584,0.9,20,128,medium,0.6563549980784178,COMPLETE
163,163,-24.0,2021-12-16 20:44:45.672046,2021-12-16 20:53:34.431419,0 days 00:08:48.759373,relu,512,0.1,0.03815391430417859,0.9,0.9,0.40472739198427027,0.3,20,64,medium,0.8339601927834558,COMPLETE
164,164,-958.0,2021-12-16 20:53:34.445816,2021-12-16 21:01:27.710887,0 days 00:07:53.265071,relu,128,0.1,0.029168141453992557,0.9,0.9,0.37357986886392897,2.0,20,2048,medium,0.7965195628793306,COMPLETE
165,165,-250000.0,2021-12-16 21:01:27.724615,2021-12-16 21:04:15.104493,0 days 00:02:47.379878,relu,512,0.1,1.3785454268701663e-06,0.9,0.98,0.7871297775344669,5.0,20,64,medium,0.830024245845809,PRUNED
166,166,-736.0,2021-12-16 21:04:15.109403,2021-12-16 21:06:41.315766,0 days 00:02:26.206363,relu,512,0.1,0.03708355294717365,0.9,0.9999,0.43293685046897373,0.7,5,128,medium,0.8433429051385505,COMPLETE
167,167,-828.0,2021-12-16 21:06:41.329425,2021-12-16 21:09:00.049939,0 days 00:02:18.720514,relu,256,0.1,0.06441392894921885,0.9,0.9,0.28431449478135085,0.3,20,1024,small,0.7505757970499826,COMPLETE
168,168,-280.0,2021-12-16 21:09:00.063511,2021-12-16 21:12:55.923609,0 days 00:03:55.860098,relu,512,0.1,0.0009766093978292136,0.92,0.9999,0.10974631851127817,0.8,10,128,medium,0.3420197151307577,COMPLETE
169,169,-36.0,2021-12-16 21:12:55.937346,2021-12-16 21:19:27.516020,0 days 00:06:31.578674,relu,512,0.4,6.871465169551402e-07,0.9,0.9,0.6131538518335004,0.9,20,2048,medium,0.7226277994540037,COMPLETE
170,170,300.0,2021-12-16 21:19:27.529696,2021-12-16 21:26:01.186147,0 days 00:06:33.656451,relu,512,0.4,0.009132185049325564,0.9,0.9,0.658101524952784,0.5,20,2048,medium,0.7290356371209544,COMPLETE
171,171,-630.0,2021-12-16 21:26:01.199960,2021-12-16 21:32:39.401089,0 days 00:06:38.201129,relu,512,0.4,0.010890237419969948,0.9,0.9,0.6488293398039903,0.5,20,2048,medium,0.7434263637975511,COMPLETE
172,172,-1328.0,2021-12-16 21:32:39.415319,2021-12-16 21:34:12.181536,0 days 00:01:32.766217,relu,512,0.4,0.041864184093589836,0.9,0.9,0.5762159437277826,0.5,20,2048,medium,0.718556986110384,PRUNED
173,173,-249592.0,2021-12-16 21:34:12.186463,2021-12-16 21:35:50.619668,0 days 00:01:38.433205,relu,512,0.4,0.014936220816793291,0.9,0.9,0.8586119231517753,0.5,20,2048,medium,0.6988444545678681,PRUNED
174,174,-768.0,2021-12-16 21:35:50.624299,2021-12-16 21:42:20.297235,0 days 00:06:29.672936,relu,512,0.4,0.008398112804369163,0.9,0.9,0.4452169905429807,0.5,20,2048,medium,0.8133780623714606,COMPLETE
175,175,-1232.0,2021-12-16 21:42:20.310894,2021-12-16 21:48:55.263953,0 days 00:06:34.953059,relu,512,0.4,0.005731525018250054,0.9,0.95,0.15730540155731113,2.0,20,2048,medium,0.678317400001326,COMPLETE
176,176,-44.0,2021-12-16 21:48:55.277567,2021-12-16 21:55:26.178913,0 days 00:06:30.901346,relu,512,0.4,0.003249373037083468,0.9,0.995,0.9525616339120077,1.0,20,2048,medium,0.7786337048160741,COMPLETE
177,177,-16.0,2021-12-16 21:55:26.193382,2021-12-16 21:56:42.358619,0 days 00:01:16.165237,tanh,512,0.4,0.0030409395294891304,0.9,0.995,0.8737789438547491,1.0,1,2048,medium,0.7778884622980805,COMPLETE
178,178,-250000.0,2021-12-16 21:56:42.372334,2021-12-16 21:58:19.664688,0 days 00:01:37.292354,tanh,512,0.4,0.0030083215967859882,0.9,0.995,0.9901653922320078,1.0,1,2048,medium,0.7784518430752146,COMPLETE
179,179,-250000.0,2021-12-16 21:58:19.678800,2021-12-16 21:59:46.280458,0 days 00:01:26.601658,tanh,512,0.4,0.0032643054545226655,0.9,0.995,0.7354587240764061,1.0,1,2048,medium,0.7299554198650818,COMPLETE
180,180,-558.0,2021-12-16 21:59:46.294027,2021-12-16 22:00:57.533847,0 days 00:01:11.239820,tanh,512,0.4,0.006459127740013379,0.9,0.995,0.9828430062611548,1.0,1,2048,medium,0.7646611971496609,COMPLETE
181,181,-250000.0,2021-12-16 22:00:57.547530,2021-12-16 22:01:25.000931,0 days 00:00:27.453401,tanh,512,0.4,0.002069346734916116,0.9,0.995,0.709847591030683,1.0,1,2048,medium,0.8080512570396214,PRUNED
182,182,-250000.0,2021-12-16 22:01:25.005652,2021-12-16 22:01:52.401985,0 days 00:00:27.396333,tanh,512,0.4,0.0037592120962358405,0.9,0.995,0.5447946633938296,1.0,1,2048,medium,0.7200416066927179,PRUNED
183,183,-648.0,2021-12-16 22:01:52.406768,2021-12-16 22:04:13.296099,0 days 00:02:20.889331,relu,512,0.4,0.004917739159893491,0.9,0.995,0.3621571536729165,1.0,5,2048,medium,0.7586322482703459,COMPLETE
184,184,-1648.0,2021-12-16 22:04:13.309884,2021-12-16 22:10:55.176302,0 days 00:06:41.866418,relu,512,0.4,0.008455504414423068,0.9,0.995,0.6454180220575246,1.0,20,2048,medium,0.7780738006362117,COMPLETE
185,185,-250000.0,2021-12-16 22:10:55.190156,2021-12-16 22:11:56.127143,0 days 00:01:00.936987,relu,512,0.4,0.002378881997103054,0.9,0.995,0.47391202162236223,0.7,10,2048,medium,0.702319179325945,PRUNED
186,186,-250000.0,2021-12-16 22:11:56.131914,2021-12-16 22:16:06.277825,0 days 00:04:10.145911,tanh,8,0.4,6.081575639357383e-07,1.0,0.9999,0.2683353701597633,5.0,20,512,small,0.8277856299676789,PRUNED
187,187,-250000.0,2021-12-16 22:16:06.282781,2021-12-16 22:17:44.550761,0 days 00:01:38.267980,relu,512,0.4,0.020370894920834062,0.9,0.98,0.814423980587448,0.3,20,2048,medium,0.7453957605326729,PRUNED
188,188,-250000.0,2021-12-16 22:17:44.555572,2021-12-16 22:18:15.184538,0 days 00:00:30.628966,relu,64,0.4,3.316192124828047e-07,0.99,0.9999,0.33151684502745243,1.0,1,256,medium,0.8625440932033345,PRUNED
189,189,-1208.0,2021-12-16 22:18:15.189284,2021-12-16 22:51:04.964280,0 days 00:32:49.774996,relu,128,0.1,4.803001803694987e-07,0.9,0.999,0.47405754699389546,0.3,20,8,medium,0.6835276263128488,COMPLETE
190,190,-304.0,2021-12-16 22:51:04.978285,2021-12-16 22:56:29.554326,0 days 00:05:24.576041,relu,16,0.4,8.020196278863569e-07,0.92,0.9999,0.6413407878980938,5.0,5,128,medium,0.7259757281036122,COMPLETE
191,191,-722.0,2021-12-16 22:56:29.568442,2021-12-16 23:02:47.046717,0 days 00:06:17.478275,relu,512,0.1,0.014148648661148218,0.9,0.9,0.07667164041393795,0.9,20,1024,medium,0.7908421045364035,COMPLETE
192,192,-1060.0,2021-12-16 23:02:47.061818,2021-12-16 23:09:27.365323,0 days 00:06:40.303505,relu,512,0.4,0.0019039581865150036,1.0,0.9,0.17956920544377167,2.0,20,2048,medium,0.7599523068141516,COMPLETE
193,193,-266.0,2021-12-16 23:09:27.379426,2021-12-16 23:16:39.957501,0 days 00:07:12.578075,relu,128,0.4,0.0012379473766344598,0.9,0.9,0.10025772723176817,0.7,20,128,medium,0.9792539549009288,COMPLETE
194,194,-46.0,2021-12-16 23:16:39.971550,2021-12-16 23:35:47.379033,0 days 00:19:07.407483,relu,64,0.1,9.07914786624881e-07,0.98,0.9,0.25810581085822526,0.6,20,16,medium,0.6662547212524051,COMPLETE
195,195,-338.0,2021-12-16 23:35:47.393925,2021-12-16 23:54:53.576391,0 days 00:19:06.182466,relu,64,0.1,1.0093505209990016e-06,0.98,0.95,0.24309511086663685,0.6,20,16,medium,0.6632935193580047,COMPLETE
196,196,-436.0,2021-12-16 23:54:53.590148,2021-12-17 00:13:58.891821,0 days 00:19:05.301673,relu,64,0.1,0.010852266079329593,0.98,0.9,0.3948641696496507,0.6,20,16,medium,0.6852798340353187,COMPLETE
197,197,-824.0,2021-12-17 00:13:58.905712,2021-12-17 00:23:56.578063,0 days 00:09:57.672351,relu,64,0.1,4.3890359893043744e-07,0.98,0.995,0.29625396940176285,0.5,10,16,medium,0.7077598487028554,COMPLETE
198,198,-250000.0,2021-12-17 00:23:56.591796,2021-12-17 00:29:50.145845,0 days 00:05:53.554049,relu,64,0.1,6.099156800895487e-07,0.98,0.9,0.20264921813618547,0.3,20,16,medium,0.03741058031457811,PRUNED
199,199,-250000.0,2021-12-17 00:29:50.150691,2021-12-17 00:32:13.526449,0 days 00:02:23.375758,relu,16,0.1,8.07652554524583e-05,0.95,0.99,0.23847827237193409,0.6,1,2048,medium,0.8083942638085082,COMPLETE
200,200,-250000.0,2021-12-17 00:32:13.540204,2021-12-17 00:33:10.524387,0 days 00:00:56.984183,tanh,128,0.4,0.006017287533792457,0.9,0.9999,0.9940600677395742,0.6,20,128,small,0.7385694687522251,PRUNED
201,201,-250000.0,2021-12-17 00:33:10.529260,2021-12-17 00:35:05.051555,0 days 00:01:54.522295,relu,256,0.1,2.5199092057355897e-06,0.92,0.9,0.12464517789610018,0.9,20,512,medium,0.7801080409200211,PRUNED
202,202,-880.0,2021-12-17 00:35:05.056284,2021-12-17 00:42:37.462182,0 days 00:07:32.405898,relu,128,0.4,1.126390532924829e-06,0.9,0.9,0.13898667308989046,5.0,20,1024,medium,0.6228195541202414,COMPLETE
203,203,-568.0,2021-12-17 00:42:37.476817,2021-12-17 01:15:35.528707,0 days 00:32:58.051890,relu,8,0.1,0.0951042482202439,0.98,0.9,0.5886919523856567,1.0,20,32,medium,0.6506851550778661,COMPLETE
204,204,-532.0,2021-12-17 01:15:35.543417,2021-12-17 01:24:36.655023,0 days 00:09:01.111606,relu,64,0.4,7.805691043570044e-06,1.0,0.9,0.17852194268689683,0.7,20,128,medium,0.8847922524019937,COMPLETE
205,205,-250000.0,2021-12-17 01:24:36.669129,2021-12-17 01:29:30.477596,0 days 00:04:53.808467,relu,16,0.2,3.2981296194173084e-06,0.9,0.9,0.0647314766850153,0.6,20,2048,medium,0.43341927401770863,PRUNED
206,206,-250000.0,2021-12-17 01:29:30.482381,2021-12-17 01:39:31.515464,0 days 00:10:01.033083,relu,512,0.1,7.378429415630207e-07,0.9,0.9,0.34393855620556535,2.0,20,8,medium,0.6987885488522166,PRUNED
207,207,-792.0,2021-12-17 01:39:31.520315,2021-12-17 01:45:02.858485,0 days 00:05:31.338170,relu,128,0.4,1.6137289362314078e-06,0.9,0.98,0.08828204423632897,0.3,5,16,medium,0.717831927410654,COMPLETE
208,208,-1062.0,2021-12-17 01:45:02.872397,2021-12-17 01:52:09.788699,0 days 00:07:06.916302,relu,512,0.1,0.05603287261290756,0.92,0.999,0.48486203851806997,5.0,20,128,medium,0.9201528779173305,COMPLETE
209,209,-1274.0,2021-12-17 01:52:09.802583,2021-12-17 01:57:31.394794,0 days 00:05:21.592211,relu,64,0.4,0.004050437510783927,0.9,0.9999,0.26050019916575506,0.9,10,2048,medium,0.8315137249112798,COMPLETE
210,210,-1112.0,2021-12-17 01:57:31.408601,2021-12-17 02:05:44.239394,0 days 00:08:12.830793,relu,128,0.2,9.122093652406427e-07,0.98,0.9,0.13897076931279764,0.5,20,2048,medium,0.46615039164499233,COMPLETE
211,211,-188.0,2021-12-17 02:05:44.253134,2021-12-17 02:24:44.274964,0 days 00:19:00.021830,relu,16,0.3,2.1063864459629e-06,0.8,0.9,0.7807624391930894,0.9,20,64,medium,0.5207354810458231,COMPLETE
212,212,-146.0,2021-12-17 02:24:44.289763,2021-12-17 02:33:32.349399,0 days 00:08:48.059636,relu,256,0.3,1.4114609324547393e-06,0.8,0.9,0.3864663476309174,0.9,20,64,medium,0.6009719516303575,COMPLETE
213,213,-250000.0,2021-12-17 02:33:32.363321,2021-12-17 02:36:19.635806,0 days 00:02:47.272485,relu,512,0.3,5.177950157232898e-06,0.8,0.9,0.4028715585529772,0.9,20,64,medium,0.6250913875894687,PRUNED
214,214,2.0,2021-12-17 02:36:19.640937,2021-12-17 02:45:07.992072,0 days 00:08:48.351135,relu,256,0.3,1.6342368043910586e-06,0.8,0.9,0.3149498451307506,0.9,20,64,medium,0.6035414894385841,COMPLETE
215,215,-250000.0,2021-12-17 02:45:08.005853,2021-12-17 02:54:16.673518,0 days 00:09:08.667665,relu,256,0.3,0.0028309719872882276,0.8,0.9,0.1637142182011635,0.8,20,64,medium,0.6677803624636314,COMPLETE
216,216,-250000.0,2021-12-17 02:54:16.687497,2021-12-17 02:54:45.975422,0 days 00:00:29.287925,relu,256,0.1,0.00013498680194842997,1.0,0.9,0.31189793285297857,0.7,1,128,medium,0.6367201662449596,PRUNED
217,217,44.0,2021-12-17 02:54:45.980207,2021-12-17 03:01:19.214558,0 days 00:06:33.234351,relu,256,0.4,2.4742264480054554e-07,0.9,0.95,0.20736581139920918,1.0,20,1024,medium,0.6020315164592518,COMPLETE
218,218,-250000.0,2021-12-17 03:01:19.228407,2021-12-17 03:04:07.140362,0 days 00:02:47.911955,tanh,256,0.4,2.517975374849052e-07,0.9,0.95,0.24499369389397488,1.0,20,64,medium,0.6039657050023884,PRUNED
219,219,-1204.0,2021-12-17 03:04:07.145171,2021-12-17 03:40:13.297311,0 days 00:36:06.152140,relu,8,0.4,1.7877744369379585e-07,0.9,0.95,0.19924985899694567,1.0,20,2048,medium,0.668886918142298,COMPLETE
220,220,-250000.0,2021-12-17 03:40:13.311172,2021-12-17 03:40:41.343653,0 days 00:00:28.032481,relu,128,0.4,3.755947052554136e-07,0.9,0.95,0.0010741564344311366,1.0,5,512,small,0.7595843169233365,PRUNED
221,221,-162.0,2021-12-17 03:40:41.348517,2021-12-17 03:47:12.733486,0 days 00:06:31.384969,relu,256,0.4,7.258475720171329e-07,0.9,0.95,0.10960792139757972,1.0,20,1024,medium,0.6165555455122406,COMPLETE
222,222,-1108.0,2021-12-17 03:47:12.747221,2021-12-17 03:48:48.471305,0 days 00:01:35.724084,relu,256,0.4,1.1606839448908942e-06,0.9,0.9999,0.21213738606201024,0.3,20,1024,medium,0.9536318915166665,PRUNED
223,223,-128.0,2021-12-17 03:48:48.476269,2021-12-17 03:55:20.734339,0 days 00:06:32.258070,relu,256,0.3,9.960043487223111e-08,0.99,0.995,0.1542582071056027,5.0,20,1024,medium,0.5779736688424809,COMPLETE
224,224,-206.0,2021-12-17 03:55:20.749377,2021-12-17 04:01:51.769296,0 days 00:06:31.019919,relu,256,0.4,5.7013035111565515e-05,0.9,0.9,0.506663393051127,0.9,20,1024,medium,0.6423311086939054,COMPLETE
225,225,-250000.0,2021-12-17 04:01:51.783600,2021-12-17 04:04:08.095605,0 days 00:02:16.312005,relu,512,0.1,3.0513352230118304e-06,0.8,0.95,0.3115865843383691,2.0,20,128,medium,0.7859635736550435,PRUNED
226,226,-1104.0,2021-12-17 04:04:08.100445,2021-12-17 04:11:16.012256,0 days 00:07:07.911811,relu,128,0.2,4.87295350759692e-07,0.92,0.9,0.24813706372277292,1.0,20,256,medium,0.7384527270943443,COMPLETE
227,227,-250000.0,2021-12-17 04:11:16.025823,2021-12-17 04:11:44.820490,0 days 00:00:28.794667,relu,64,0.4,1.0013998545411012e-08,0.9,0.9999,0.658545929496954,0.3,1,1024,medium,0.5943252508264273,PRUNED
228,228,-250000.0,2021-12-17 04:11:44.825225,2021-12-17 04:14:22.290063,0 days 00:02:37.464838,relu,16,0.3,0.009507727371413956,0.9,0.9,0.11275863051739433,5.0,10,2048,medium,0.6912903499230492,PRUNED
229,229,-528.0,2021-12-17 04:14:22.294894,2021-12-17 04:47:03.275800,0 days 00:32:40.980906,relu,256,0.1,2.602444054444016e-07,0.8,0.98,0.1950665318085078,0.5,20,8,medium,0.8043237263428675,COMPLETE
230,230,-560.0,2021-12-17 04:47:03.289590,2021-12-17 04:55:53.636041,0 days 00:08:50.346451,tanh,512,0.4,2.46300202912159e-05,0.95,0.9,0.07308155379277374,1.0,20,64,medium,0.4036234560495544,COMPLETE
