,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
497,497,-250000.0,2021-12-14 14:08:01.628986,2021-12-14 14:08:25.563512,0 days 00:00:23.934526,tanh,128,0.1,2.1582459123470093e-07,0.92,0.95,0.0005239425414110037,2.0,1,2048,small,0.8589066673461904,PRUNED
498,498,-250000.0,2021-12-14 14:08:25.569956,2021-12-14 14:11:35.702969,0 days 00:03:10.133013,tanh,64,0.2,3.671941831724049e-07,0.95,0.98,0.7250784475339648,0.3,20,64,medium,0.7515302672096889,PRUNED
499,499,-250000.0,2021-12-14 14:11:35.709684,2021-12-14 14:12:45.176158,0 days 00:01:09.466474,tanh,32,0.3,1.7110306468563397e-08,0.8,0.995,0.3713892983540771,0.3,10,32,small,0.168686441146361,PRUNED
500,500,-250000.0,2021-12-14 14:12:45.182820,2021-12-14 14:13:19.444012,0 days 00:00:34.261192,relu,128,0.2,6.333616176085938e-08,0.98,0.95,0.11503232169598313,0.3,1,256,medium,0.9138802545836675,PRUNED
501,501,-250000.0,2021-12-14 14:13:19.450493,2021-12-14 14:15:15.950682,0 days 00:01:56.500189,tanh,512,0.4,7.9817511086399e-07,0.92,0.9999,0.06924165453858798,0.3,20,32,small,0.25348796641395854,PRUNED
502,502,-250000.0,2021-12-14 14:15:15.957479,2021-12-14 14:19:40.921172,0 days 00:04:24.963693,tanh,64,0.2,0.06746060550698714,0.99,0.95,0.1377185127444677,0.8,20,32,medium,0.8271147020366919,PRUNED
503,503,-636.0,2021-12-14 14:19:40.927993,2021-12-14 14:20:51.202152,0 days 00:01:10.274159,tanh,16,0.1,1.4095194243123057e-07,0.92,0.9,0.18117771070983352,5.0,1,16,small,0.19880152953201366,COMPLETE
504,504,-250000.0,2021-12-14 14:20:51.218947,2021-12-14 14:25:11.779654,0 days 00:04:20.560707,tanh,32,0.2,2.169715981065354e-05,0.95,0.95,0.2789042052514799,0.3,20,256,medium,0.964554884097329,PRUNED
505,505,-1472.0,2021-12-14 14:25:11.786234,2021-12-14 14:34:40.475395,0 days 00:09:28.689161,tanh,8,0.2,1.1748818444642261e-06,0.99,0.995,0.08545998909832592,0.3,10,32,small,0.2733248210225303,COMPLETE
506,506,-304.0,2021-12-14 14:34:40.492231,2021-12-14 14:36:17.148309,0 days 00:01:36.656078,tanh,256,0.4,1.2591957956590975e-08,0.92,0.9999,0.23709018590106093,0.7,1,32,medium,0.4772196833991517,COMPLETE
507,507,-250000.0,2021-12-14 14:36:17.165191,2021-12-14 14:55:14.178253,0 days 00:18:57.013062,tanh,64,0.1,5.133410394721134e-07,1.0,0.99,0.5231551816034757,0.3,20,8,small,0.5181632821232406,COMPLETE
508,508,-510.0,2021-12-14 14:55:14.195468,2021-12-14 14:56:12.495432,0 days 00:00:58.299964,tanh,128,0.2,3.723621820813097e-08,0.92,0.95,0.04343412949687153,0.5,1,32,small,0.10572374911354096,COMPLETE
509,509,-368.0,2021-12-14 14:56:12.515526,2021-12-14 15:02:44.131578,0 days 00:06:31.616052,tanh,512,0.3,2.257608036334554e-08,0.99,0.95,0.13946793128224902,0.3,20,512,medium,0.14158151840049765,COMPLETE
510,510,-250000.0,2021-12-14 15:02:44.148400,2021-12-14 15:04:04.954146,0 days 00:01:20.805746,tanh,32,0.2,3.065164325860696e-07,0.95,0.95,0.19206688762264182,0.3,1,256,small,0.5454810327016871,COMPLETE
511,511,-1352.0,2021-12-14 15:04:04.973299,2021-12-14 15:06:38.694163,0 days 00:02:33.720864,relu,64,0.4,2.1553358327541133e-07,0.92,0.995,0.06877221691521898,0.8,20,2048,medium,0.8858747858117733,PRUNED
512,512,-250000.0,2021-12-14 15:06:38.701262,2021-12-14 15:07:22.994301,0 days 00:00:44.293039,tanh,128,0.1,6.760862401372626e-07,0.98,0.9,0.10069655427942886,2.0,10,128,small,0.0543333978420614,PRUNED
513,513,-488.0,2021-12-14 15:07:23.000555,2021-12-14 15:10:23.004979,0 days 00:03:00.004424,tanh,8,0.2,1.0224166390576516e-07,1.0,0.9999,0.0011111289807266725,0.3,1,32,medium,0.17275177533958647,COMPLETE
514,514,-164.0,2021-12-14 15:10:23.021721,2021-12-14 15:16:21.443077,0 days 00:05:58.421356,tanh,32,0.2,4.272359707161613e-07,0.99,0.95,0.001951837076634669,0.3,20,64,small,0.23379574032378772,COMPLETE
515,515,-54.0,2021-12-14 15:16:21.460176,2021-12-14 15:22:46.237862,0 days 00:06:24.777686,tanh,512,0.4,1.0461219804767552e-06,0.8,0.95,0.050902928774469586,0.3,5,16,medium,0.3094212230666228,COMPLETE
516,516,-100.0,2021-12-14 15:22:46.253370,2021-12-14 15:28:45.856501,0 days 00:05:59.603131,tanh,256,0.2,3.0954357350043736e-08,0.92,0.98,0.0006744739362904944,0.6,20,32,small,0.9308627235472001,COMPLETE
517,517,-516.0,2021-12-14 15:28:45.873279,2021-12-14 15:29:36.182993,0 days 00:00:50.309714,tanh,64,0.1,1.3826898937813613e-08,0.95,0.995,0.43886934878136996,0.9,1,256,small,0.37560980842164193,COMPLETE
518,518,-1652.0,2021-12-14 15:29:36.200237,2021-12-14 15:43:56.011714,0 days 00:14:19.811477,tanh,128,0.3,4.388975592379385e-06,0.92,0.95,0.16314813981881948,1.0,20,32,medium,0.9499935167288185,COMPLETE
519,519,-250000.0,2021-12-14 15:43:56.028740,2021-12-14 15:45:39.791275,0 days 00:01:43.762535,tanh,16,0.2,8.088339478412745e-08,0.99,0.9999,0.3221207606541456,0.3,10,128,small,0.2151152909958584,PRUNED
520,520,-250000.0,2021-12-14 15:45:39.798113,2021-12-14 15:46:18.883333,0 days 00:00:39.085220,tanh,32,0.4,9.625218583815922e-05,0.92,0.95,0.08122562636223588,0.8,1,1024,medium,0.9997664776041695,PRUNED
521,521,-250000.0,2021-12-14 15:46:18.890281,2021-12-14 15:48:18.979814,0 days 00:02:00.089533,tanh,64,0.2,1.623306394769046e-07,1.0,0.95,0.00024154733079775808,0.3,20,32,small,0.9149414196684666,PRUNED
522,522,-882.0,2021-12-14 15:48:18.986875,2021-12-14 15:49:42.310818,0 days 00:01:23.323943,tanh,512,0.1,5.9360109121682816e-08,0.95,0.995,0.12654625496056982,0.3,1,256,medium,0.40561809950664546,COMPLETE
523,523,-744.0,2021-12-14 15:49:42.327976,2021-12-14 15:55:43.043245,0 days 00:06:00.715269,relu,128,0.2,8.02257494728744e-06,0.99,0.9,0.2522300428076535,0.3,20,32,small,0.797915299430162,COMPLETE
524,524,122.0,2021-12-14 15:55:43.060720,2021-12-14 16:06:27.429757,0 days 00:10:44.369037,tanh,8,0.2,1.7656883330905493e-06,0.92,0.95,0.009402044411732424,0.5,5,16,medium,0.2621894441166045,COMPLETE
525,525,-250000.0,2021-12-14 16:06:27.446959,2021-12-14 16:08:51.681620,0 days 00:02:24.234661,tanh,32,0.4,2.8559384594201206e-06,0.92,0.9999,0.005800093558431492,0.5,5,512,small,0.2876624063244655,COMPLETE
526,526,-1144.0,2021-12-14 16:08:51.698392,2021-12-14 16:13:10.189646,0 days 00:04:18.491254,tanh,64,0.1,3.377739438532063e-07,0.92,0.95,0.06100570898099596,0.5,5,32,medium,0.3516299035537921,COMPLETE
527,527,-250000.0,2021-12-14 16:13:10.207457,2021-12-14 16:13:41.231212,0 days 00:00:31.023755,tanh,256,0.3,5.602283745431316e-07,0.92,0.95,0.009515199754247316,0.5,5,256,small,0.8543095242153769,PRUNED
528,528,134.0,2021-12-14 16:13:41.238075,2021-12-14 16:15:42.317348,0 days 00:02:01.079273,tanh,512,0.2,1.832823956996193e-08,0.92,0.995,0.010876200771478968,0.5,5,32,small,0.9767214107268304,COMPLETE
529,529,-280.0,2021-12-14 16:15:42.334554,2021-12-14 16:17:43.147205,0 days 00:02:00.812651,tanh,512,0.2,1.875245357791763e-08,0.92,0.995,0.007330073124409125,0.5,5,32,small,0.2603114274990673,COMPLETE
530,530,-344.0,2021-12-14 16:17:43.164295,2021-12-14 16:19:47.335088,0 days 00:02:04.170793,tanh,512,0.4,1.044937297467668e-08,0.92,0.995,0.0038063680531479787,0.5,5,32,small,0.6257199117639455,COMPLETE
531,531,-520.0,2021-12-14 16:19:47.354043,2021-12-14 16:21:55.773360,0 days 00:02:08.419317,tanh,512,0.2,2.7114944418969694e-08,0.92,0.995,0.005378483329515213,0.5,5,32,small,0.9754227515343707,COMPLETE
532,532,-518.0,2021-12-14 16:21:55.791171,2021-12-14 16:23:56.990623,0 days 00:02:01.199452,tanh,512,0.1,1.8039943433549704e-08,0.92,0.995,0.010731501473807982,0.5,5,32,small,0.085084492384734,COMPLETE
533,533,-928.0,2021-12-14 16:23:57.007081,2021-12-14 16:24:32.753444,0 days 00:00:35.746363,tanh,512,0.2,1.5326198145743898e-08,0.92,0.995,0.015029667042890488,0.5,5,32,small,0.18391425773172476,PRUNED
534,534,-250000.0,2021-12-14 16:24:32.760177,2021-12-14 16:25:20.274208,0 days 00:00:47.514031,relu,512,0.2,2.9746886767761726e-08,0.9,0.995,0.011046623279599828,0.5,5,32,small,0.32344490692392175,PRUNED
535,535,-172.0,2021-12-14 16:25:20.281417,2021-12-14 16:27:21.937626,0 days 00:02:01.656209,tanh,512,0.4,2.253164771706212e-08,0.92,0.995,0.008258417870382473,0.5,5,32,small,0.8957824459560634,COMPLETE
536,536,-512.0,2021-12-14 16:27:21.954504,2021-12-14 16:29:28.198991,0 days 00:02:06.244487,tanh,512,0.1,4.9182047160246684e-08,0.99,0.995,0.005397654718302981,0.5,5,32,small,0.5539914551908173,COMPLETE
537,537,-48906.0,2021-12-14 16:29:28.216100,2021-12-14 16:29:51.182234,0 days 00:00:22.966134,tanh,512,0.3,1.7393620662584457e-08,0.92,0.98,0.013842814580820977,0.5,5,2048,small,0.4963298799216329,PRUNED
538,538,-250000.0,2021-12-14 16:29:51.189532,2021-12-14 16:31:31.000167,0 days 00:01:39.810635,tanh,128,0.2,4.020254888292721e-08,0.95,0.995,0.007191561605864148,0.5,5,128,small,0.15382812557651176,COMPLETE
539,539,-250000.0,2021-12-14 16:31:31.017612,2021-12-14 16:32:09.226611,0 days 00:00:38.208999,tanh,64,0.2,1.217239164750466e-08,1.0,0.9999,0.0031828294183836067,0.5,5,64,small,0.5184351650086194,PRUNED
540,540,-248.0,2021-12-14 16:32:09.233793,2021-12-14 16:34:12.325927,0 days 00:02:03.092134,tanh,512,0.4,2.254920562218422e-08,0.8,0.9,0.004036687608684509,0.5,5,32,small,0.8718599436426322,COMPLETE
541,541,-752.0,2021-12-14 16:34:12.343838,2021-12-14 16:39:25.081487,0 days 00:05:12.737649,tanh,8,0.1,8.734821637515161e-07,0.92,0.99,0.0165522918605029,0.6,5,32,small,0.5735282444277474,COMPLETE
542,542,-248558.0,2021-12-14 16:39:25.098735,2021-12-14 16:41:02.580066,0 days 00:01:37.481331,tanh,128,0.2,3.275931965237736e-08,0.99,0.995,0.011318935546507168,0.5,5,256,small,0.9460379175261368,COMPLETE
543,543,-1168.0,2021-12-14 16:41:02.597216,2021-12-14 16:41:58.625656,0 days 00:00:56.028440,tanh,16,0.2,1.0534597735703617e-08,0.92,0.9999,0.004653592842482957,2.0,5,32,small,0.2725180085849827,PRUNED
544,544,-1056.0,2021-12-14 16:41:58.632647,2021-12-14 16:42:49.295698,0 days 00:00:50.663051,tanh,64,0.4,0.024011857827752295,0.95,0.999,0.11024841449147461,5.0,1,128,small,0.4449641117841232,COMPLETE
545,545,-1108.0,2021-12-14 16:42:49.311109,2021-12-14 16:43:46.861567,0 days 00:00:57.550458,tanh,256,0.2,1.5777008720355324e-08,0.92,0.995,0.026413466992665842,0.7,1,32,small,0.1935915500932216,COMPLETE
546,546,20.0,2021-12-14 16:43:46.878731,2021-12-14 16:44:58.120943,0 days 00:01:11.242212,relu,512,0.1,7.000078806768573e-08,0.99,0.9,0.03239512962215247,0.5,5,256,small,0.13640011734083501,COMPLETE
547,547,-672.0,2021-12-14 16:44:58.140735,2021-12-14 16:46:10.071543,0 days 00:01:11.930808,relu,512,0.1,7.514128715963226e-08,0.99,0.9,0.03333670077010778,0.5,5,256,small,0.0938159716625883,COMPLETE
548,548,-249168.0,2021-12-14 16:46:10.088997,2021-12-14 16:46:39.628069,0 days 00:00:29.539072,relu,512,0.1,5.051908652761405e-08,0.99,0.9999,0.03640392858098036,0.5,5,256,small,0.11710002170738334,PRUNED
549,549,-250000.0,2021-12-14 16:46:39.635057,2021-12-14 16:47:10.638252,0 days 00:00:31.003195,relu,512,0.1,1.05389467047675e-07,0.99,0.9,0.006458580953353039,0.5,5,256,small,0.7237029865940482,PRUNED
550,550,-416.0,2021-12-14 16:47:10.645300,2021-12-14 16:48:20.542877,0 days 00:01:09.897577,relu,512,0.1,9.013623023803559e-08,0.99,0.9,0.045748960258402166,0.5,5,256,small,0.13131181334545827,COMPLETE
551,551,-245880.0,2021-12-14 16:48:20.560392,2021-12-14 16:49:55.739408,0 days 00:01:35.179016,relu,512,0.1,5.911335523586996e-08,0.99,0.9,0.02222406340356997,0.6,5,256,small,0.9071078482126451,COMPLETE
552,552,-250000.0,2021-12-14 16:49:55.757701,2021-12-14 16:50:26.797837,0 days 00:00:31.040136,relu,512,0.1,2.1630243771388703e-06,0.99,0.9,0.020157922863810025,0.5,5,256,small,0.3016018430055877,PRUNED
553,553,-308.0,2021-12-14 16:50:26.804586,2021-12-14 16:51:35.761979,0 days 00:01:08.957393,relu,512,0.1,7.369652745410607e-08,0.99,0.9,0.05170560173133909,0.5,5,256,small,0.11200516161697899,COMPLETE
554,554,-250000.0,2021-12-14 16:51:35.779287,2021-12-14 16:52:06.640468,0 days 00:00:30.861181,relu,512,0.1,1.286874196230781e-07,0.99,0.9,0.06367094393229103,0.5,5,256,small,0.13545625030693506,PRUNED
555,555,-448.0,2021-12-14 16:52:06.647253,2021-12-14 16:54:08.497275,0 days 00:02:01.850022,relu,512,0.1,4.478898223161113e-08,0.99,0.9,0.03870639431009107,0.5,5,32,small,0.4740891698807227,COMPLETE
556,556,-386.0,2021-12-14 16:54:08.514769,2021-12-14 16:59:20.503135,0 days 00:05:11.988366,relu,128,0.3,7.447767945498143e-07,1.0,0.9,0.008872226027541083,0.5,5,8,small,0.06783692533239716,COMPLETE
557,557,-828.0,2021-12-14 16:59:20.520767,2021-12-14 17:04:39.280771,0 days 00:05:18.760004,relu,8,0.1,5.4747290672976524e-08,0.99,0.9,0.07995260860982176,1.0,5,256,small,0.5332608099722644,COMPLETE
558,558,-250000.0,2021-12-14 17:04:39.298609,2021-12-14 17:05:09.143539,0 days 00:00:29.844930,relu,512,0.4,1.1808626551891692e-07,0.95,0.9999,0.027922906610010793,2.0,5,512,small,0.8352491076061009,PRUNED
559,559,-1464.0,2021-12-14 17:05:09.150395,2021-12-14 17:07:12.571454,0 days 00:02:03.421059,tanh,128,0.1,3.600985483156616e-08,1.0,0.98,0.01251801031596968,0.9,5,32,small,0.2457806018259564,COMPLETE
560,560,-1192.0,2021-12-14 17:07:12.586969,2021-12-14 17:10:10.410288,0 days 00:02:57.823319,tanh,512,0.1,1.432532859501294e-06,0.8,0.95,0.06676577234335404,0.5,20,2048,small,0.27389523514581215,COMPLETE
561,561,-8.0,2021-12-14 17:10:10.429483,2021-12-14 17:16:15.580210,0 days 00:06:05.150727,tanh,256,0.4,5.061872952906537e-07,0.99,0.95,0.004513379033674512,0.6,20,32,small,0.8726596470085044,COMPLETE
562,562,-994.0,2021-12-14 17:16:15.597275,2021-12-14 17:19:16.600815,0 days 00:03:01.003540,tanh,16,0.3,9.590402506006873e-07,0.95,0.999,0.00247411284870201,0.3,5,256,small,0.9400096518317561,COMPLETE
563,563,-500.0,2021-12-14 17:19:16.618226,2021-12-14 17:25:17.263357,0 days 00:06:00.645131,tanh,256,0.4,5.393043619490352e-07,0.99,0.95,0.005244896756267009,0.6,20,32,small,0.8520321239975872,COMPLETE
564,564,32.0,2021-12-14 17:25:17.280935,2021-12-14 17:31:22.141243,0 days 00:06:04.860308,tanh,128,0.1,9.389541894198344e-08,1.0,0.9999,0.052298587769732265,0.5,20,32,small,0.33759968837583754,COMPLETE
565,565,176.0,2021-12-14 17:31:22.158517,2021-12-14 17:37:23.288076,0 days 00:06:01.129559,tanh,128,0.1,7.566108882579884e-08,1.0,0.9999,0.04454454373186417,0.5,20,32,small,0.3527845365488386,COMPLETE
566,566,-1190.0,2021-12-14 17:37:23.305347,2021-12-14 17:43:26.804347,0 days 00:06:03.499000,tanh,128,0.1,8.318459761329378e-08,1.0,0.9999,0.040167706222770314,0.5,20,32,small,0.3392832136595703,COMPLETE
567,567,-592.0,2021-12-14 17:43:26.821552,2021-12-14 17:49:31.126253,0 days 00:06:04.304701,tanh,128,0.1,7.979111190847233e-08,1.0,0.9999,0.030585348441825356,0.5,20,32,small,0.4077431593210697,COMPLETE
568,568,-242.0,2021-12-14 17:49:31.144699,2021-12-14 17:55:32.928373,0 days 00:06:01.783674,relu,128,0.1,6.855230071244904e-08,1.0,0.9999,0.05126583801907834,0.5,20,32,small,0.31683171163554014,COMPLETE
569,569,-1448.0,2021-12-14 17:55:32.945332,2021-12-14 18:01:31.215996,0 days 00:05:58.270664,tanh,128,0.1,7.248271855027147e-08,1.0,0.9999,0.04606349564659024,0.5,20,32,small,0.3546217457025368,COMPLETE
570,570,-250000.0,2021-12-14 18:01:31.233211,2021-12-14 18:03:27.634822,0 days 00:01:56.401611,tanh,128,0.1,1.1083820602629452e-07,1.0,0.9999,0.04445582886477955,0.5,20,32,small,0.3310686853943069,PRUNED
571,571,-476.0,2021-12-14 18:03:27.641711,2021-12-14 18:09:25.169236,0 days 00:05:57.527525,tanh,128,0.1,6.547918514778602e-05,1.0,0.9999,0.03481308022019254,0.5,20,32,small,0.34370700224736095,COMPLETE
572,572,-250000.0,2021-12-14 18:09:25.186329,2021-12-14 18:11:21.099330,0 days 00:01:55.913001,tanh,128,0.1,6.131887123911912e-08,1.0,0.9999,0.04923210993346593,0.5,20,32,small,0.32310373508472334,PRUNED
573,573,-1176.0,2021-12-14 18:11:21.106199,2021-12-14 18:17:16.706512,0 days 00:05:55.600313,tanh,128,0.1,1.0223506253535395e-07,1.0,0.9999,0.017955985434154245,0.5,20,32,small,0.3675714394026391,COMPLETE
574,574,-250000.0,2021-12-14 18:17:16.723381,2021-12-14 18:19:14.866140,0 days 00:01:58.142759,tanh,128,0.1,5.7412591905858695e-08,1.0,0.9999,0.037219424569906005,0.5,20,32,small,0.30495247878206283,PRUNED
575,575,-362.0,2021-12-14 18:19:14.873521,2021-12-14 18:37:40.452892,0 days 00:18:25.579371,tanh,8,0.1,4.702342752895081e-08,1.0,0.9999,0.029409129552253457,0.5,20,32,small,0.3176017325048501,COMPLETE
576,576,-792.0,2021-12-14 18:37:40.470413,2021-12-14 18:39:39.319403,0 days 00:01:58.848990,tanh,128,0.3,9.78164970315077e-08,1.0,0.9999,0.06287844811080362,0.5,5,32,small,0.38246242250758467,COMPLETE
577,577,-328.0,2021-12-14 18:39:39.336824,2021-12-14 18:45:33.189144,0 days 00:05:53.852320,relu,128,0.4,1.6029543521845169e-07,1.0,0.9999,0.05668123296770857,0.5,20,32,small,0.3542530663830568,COMPLETE
578,578,-1792.0,2021-12-14 18:45:33.205799,2021-12-14 18:51:00.899799,0 days 00:05:27.694000,tanh,8,0.1,7.731633276960415e-08,1.0,0.9999,0.04120239849895952,0.5,20,32,small,0.39441608689370883,PRUNED
579,579,-250000.0,2021-12-14 18:51:00.906646,2021-12-14 18:53:29.436596,0 days 00:02:28.529950,tanh,128,0.1,0.00027817284123847805,1.0,0.9999,0.053761514562871524,0.5,5,32,small,0.3662404247800298,COMPLETE
580,580,-250000.0,2021-12-14 18:53:29.453371,2021-12-14 18:56:30.869992,0 days 00:03:01.416621,tanh,16,0.4,1.1999951734460602e-07,1.0,0.9999,0.006660371118122515,0.5,20,64,small,0.3317466137621283,PRUNED
581,581,-1080.0,2021-12-14 18:56:30.876844,2021-12-14 19:02:29.036281,0 days 00:05:58.159437,tanh,256,0.1,4.656826861349028e-08,1.0,0.9999,0.0746960899018551,0.5,20,32,small,0.4226351854736436,COMPLETE
582,582,-772.0,2021-12-14 19:02:29.054117,2021-12-14 19:04:31.931287,0 days 00:02:02.877170,tanh,128,0.3,6.700631470561682e-07,1.0,0.9999,0.058521430022087234,0.5,5,32,small,0.3000992045309282,COMPLETE
583,583,-704.0,2021-12-14 19:04:31.948726,2021-12-14 19:10:32.956439,0 days 00:06:01.007713,tanh,128,0.4,0.00317420326094208,0.99,0.9999,0.04024318515005384,2.0,20,32,small,0.37864905949266614,COMPLETE
584,584,-250000.0,2021-12-14 19:10:32.974185,2021-12-14 19:16:16.843459,0 days 00:05:43.869274,tanh,8,0.1,1.0481544130111744e-06,0.95,0.98,0.09018958398075044,0.5,20,32,small,0.336093769098797,PRUNED
585,585,-320.0,2021-12-14 19:16:16.850493,2021-12-14 19:18:18.862441,0 days 00:02:02.011948,tanh,256,0.4,1.3070356342679577e-07,1.0,0.9,0.028007707499284648,0.5,5,32,small,0.9790304644795772,COMPLETE
586,586,-376.0,2021-12-14 19:18:18.879370,2021-12-14 19:21:32.962818,0 days 00:03:14.083448,relu,128,0.1,6.257864436281755e-08,0.9,0.99,0.06869384399980276,0.6,20,512,small,0.30465722669754947,COMPLETE
587,587,-100070.0,2021-12-14 19:21:32.980450,2021-12-14 19:22:44.007229,0 days 00:01:11.026779,tanh,64,0.3,1.3770109349897862e-05,0.99,0.9999,0.02362783336738423,0.5,20,1024,small,0.35620621383666934,PRUNED
588,588,104.0,2021-12-14 19:22:44.014535,2021-12-14 19:25:45.303221,0 days 00:03:01.288686,tanh,16,0.4,0.00016333729484565955,0.8,0.9,0.05194362421704121,0.7,5,32,small,0.49298741586301126,COMPLETE
589,589,-524.0,2021-12-14 19:25:45.320482,2021-12-14 19:28:47.069946,0 days 00:03:01.749464,tanh,16,0.1,0.000496412040294587,0.8,0.9,0.007898083193019753,2.0,5,32,small,0.49434724459301105,COMPLETE
590,590,-702.0,2021-12-14 19:28:47.088465,2021-12-14 19:31:47.686191,0 days 00:03:00.597726,tanh,16,0.4,0.00012632324291496087,0.8,0.9,0.04693124731938576,0.7,5,32,small,0.4615037383105585,COMPLETE
591,591,-188.0,2021-12-14 19:31:47.703614,2021-12-14 19:34:51.480184,0 days 00:03:03.776570,tanh,16,0.1,0.00019616873872362644,0.8,0.9,0.03588528096868482,0.7,5,64,small,0.5087195664115992,COMPLETE
592,592,-34.0,2021-12-14 19:34:51.497692,2021-12-14 19:37:51.749948,0 days 00:03:00.252256,tanh,16,0.4,0.00020175473532554157,0.8,0.9,0.00986852379872944,0.7,5,32,small,0.48808517930142686,COMPLETE
593,593,-976.0,2021-12-14 19:37:51.767126,2021-12-14 19:40:51.968588,0 days 00:03:00.201462,tanh,16,0.2,0.000283947891756547,0.8,0.9,0.05378945548982247,0.7,5,32,small,0.7719222320670005,COMPLETE
594,594,-250000.0,2021-12-14 19:40:51.986058,2021-12-14 19:42:00.466148,0 days 00:01:08.480090,relu,16,0.1,0.00010711552379307834,0.8,0.9,0.0030731492622108783,0.7,5,32,small,0.5254000389741472,PRUNED
595,595,-540.0,2021-12-14 19:42:00.475308,2021-12-14 19:47:17.186031,0 days 00:05:16.710723,tanh,16,0.3,0.00035445857195061614,0.8,0.9,0.0978644118909307,0.7,5,8,small,0.45080741502107724,COMPLETE
596,596,-896.0,2021-12-14 19:47:17.203568,2021-12-14 19:50:25.431007,0 days 00:03:08.227439,tanh,16,0.2,0.0001247356038087614,0.8,0.9,0.03550656624941604,5.0,5,32,small,0.28901250545650703,COMPLETE
597,597,-250000.0,2021-12-14 19:50:25.450666,2021-12-14 19:51:34.417312,0 days 00:01:08.966646,tanh,16,0.1,4.0231098381502127e-07,0.8,0.9,0.6185546067251937,0.7,5,32,small,0.47606450485328844,PRUNED
598,598,-250000.0,2021-12-14 19:51:34.426030,2021-12-14 19:54:02.832372,0 days 00:02:28.406342,tanh,32,0.4,0.0003506789453870624,0.95,0.999,0.07459871087210702,0.7,5,512,small,0.5439806034462499,COMPLETE
599,599,-250000.0,2021-12-14 19:54:02.850384,2021-12-14 19:57:09.693793,0 days 00:03:06.843409,tanh,16,0.2,0.00016624650206397806,0.99,0.9999,0.0483721055808952,0.7,20,32,small,0.4977350085553919,PRUNED
600,600,-320.0,2021-12-14 19:57:09.701400,2021-12-14 19:59:08.970930,0 days 00:01:59.269530,tanh,128,0.2,0.0006969962727432829,1.0,0.9,0.01417009243277908,0.5,5,32,small,0.5205161492116893,COMPLETE
601,601,180.0,2021-12-14 19:59:08.987899,2021-12-14 20:17:25.170577,0 days 00:18:16.182678,tanh,8,0.1,1.2027813637150061e-06,0.99,0.98,0.06343383465384028,1.0,20,64,small,0.9559226917961455,COMPLETE
602,602,-308.0,2021-12-14 20:17:25.189328,2021-12-14 20:35:52.459131,0 days 00:18:27.269803,tanh,8,0.1,1.7622545075843283e-06,0.99,0.98,0.06038226699770559,1.0,20,64,small,0.9428977772508651,COMPLETE
603,603,-1418.0,2021-12-14 20:35:52.478969,2021-12-14 20:41:00.082760,0 days 00:05:07.603791,relu,8,0.4,1.2812306340029196e-06,0.99,0.98,0.044782033893031446,1.0,5,64,small,0.9730081943178275,COMPLETE
604,604,328.0,2021-12-14 20:41:00.100579,2021-12-14 20:59:15.273384,0 days 00:18:15.172805,tanh,8,0.2,0.00041217522238571935,0.99,0.9999,0.08122419919994099,0.9,20,64,small,0.9555598246861345,COMPLETE
605,605,-678.0,2021-12-14 20:59:15.290898,2021-12-14 21:17:29.192932,0 days 00:18:13.902034,tanh,8,0.2,0.00042833949479196144,0.99,0.98,0.073472188376285,0.9,20,64,small,0.9622774532771298,COMPLETE
606,606,-250000.0,2021-12-14 21:17:29.210683,2021-12-14 21:23:06.369776,0 days 00:05:37.159093,tanh,8,0.2,0.0002642104650012264,0.99,0.98,0.09089241954700004,0.9,20,64,small,0.9565478275272676,PRUNED
607,607,-250000.0,2021-12-14 21:23:06.376952,2021-12-14 21:28:43.813915,0 days 00:05:37.436963,tanh,8,0.2,0.0005756868665237848,0.99,0.98,0.057031335307470066,1.0,20,64,small,0.9616730170655724,PRUNED
608,608,-128.0,2021-12-14 21:28:43.821332,2021-12-14 21:47:46.543352,0 days 00:19:02.722020,tanh,8,0.2,0.0003418104576627715,0.99,0.9999,0.03026975929359894,0.9,20,1024,small,0.9709988313326652,COMPLETE
609,609,-356.0,2021-12-14 21:47:46.561118,2021-12-14 22:06:01.505138,0 days 00:18:14.944020,tanh,8,0.2,0.0001747556682610934,0.99,0.9999,0.04201000798161162,0.9,20,64,small,0.9842811510563004,COMPLETE
610,610,-250000.0,2021-12-14 22:06:01.522801,2021-12-14 22:11:38.935362,0 days 00:05:37.412561,tanh,8,0.2,0.0005468852588494511,0.99,0.9999,0.12203418726262362,0.6,20,64,small,0.918061747318803,PRUNED
611,611,-250000.0,2021-12-14 22:11:38.942284,2021-12-14 22:17:16.047288,0 days 00:05:37.105004,tanh,8,0.2,0.00025636702918434436,0.99,0.98,0.018817167245419788,1.0,20,64,small,0.9362168875801321,PRUNED
612,612,-1090.0,2021-12-14 22:17:16.054718,2021-12-14 22:35:45.212260,0 days 00:18:29.157542,relu,8,0.2,0.00023379995412361538,1.0,0.98,0.06544253673897261,1.0,20,64,small,0.4272692829631615,COMPLETE
613,613,-1520.0,2021-12-14 22:35:45.230275,2021-12-14 22:54:12.700738,0 days 00:18:27.470463,tanh,8,0.2,0.0004540226267154219,0.99,0.9999,0.08767020944016922,0.5,20,512,small,0.9580236040698067,COMPLETE
